wikidata_code;birth;death;name;main_occ;citizenship;bplo1;dplo1;bpla1;dpla1
Q2966367;1971;;Christophe_Manon;poet;France;-.5794444680213928;;44.83777618408203;
Q2966368;1952;;Christophe_Malavoy;actor;France;9.216666221618652;;48.48333358764648;
Q2966370;1975;;Christophe_Manas;player;France;2.530277729034424;;48.96055603027344;
Q2966371;1983;;Christophe_Maraninchi;football;France;5.93055534362793;;43.125;
Q2966372;1964;2018;Christophe_Marchand-Kiss;poet;France;-1.376111149787903;-1.376111149787903;47.71694564819336;47.71694564819336
Q2966373;1972;;Christophe_Marchand;swimmer;France;2.606388807296753;;48.94277954101563;
Q2966375;1985;;Christophe_Mandanne;football;France;1.443888902664185;;43.60444259643555;
Q2966377;1981;;Christophe_Marth;player;France;7.067222118377686;;49.11055374145508;
Q2966378;1791;1866;Christophe_Martin;politician;France;4.956944465637207;4.841388702392578;46.11972045898438;45.75888824462891
Q2966379;1712;1783;Christophe_Mathieu;entrepreneur;France;4.44913911819458;;50.43075180053711;
Q2966381;1974;;Christophe_Marichez;football;France;2.538333415985107;;50.72444534301758;
Q2966386;1968;;Christophe_Meneau;player;France;1.904166698455811;;47.9022216796875;
Q2966387;1973;;Christophe_Michalak;chef;France;2.586666584014893;;49.20722198486328;
Q2966388;1800;1877;Christophe_Michel_Roguet;maréchal;France;7.775000095367432;2.351388931274414;43.81750106811523;48.8569450378418
Q2966389;1972;;Christophe_Milhères;player;France;-1.476388931274414;;43.49250030517578;
Q2966391;1977;;Christophe_Meslin;football;France;1.485000014305115;;49.09166717529297;
Q2966392;1970;;Christophe_Monniot;saxophonist;France;-.3705555498600006;;49.18222045898438;
Q2966393;1975;;Christophe_Morel;sport;France;4.874722003936768;;45.52555465698242;
Q2966394;1962;;Christophe_Mory;writer;France;2.351388931274414;;48.8569450378418;
Q2966395;1982;;Christophe_Moly;player;France;2.351388931274414;;43.2158317565918;
Q2966396;1686;1761;Christophe_Moucherel;organbuilder;France;5.891666889190674;;48.67499923706055;
Q2966397;1972;;Christophe_Moni;player;France;7.268333435058594;;43.70194625854492;
Q2966398;1963;;Christophe_Mougeot;player;France;5.04194450378418;;47.32305526733398;
Q2966403;1959;;Christophe_Mourthé;photographer;France;-.5794444680213928;;44.83777618408203;
Q2966408;1700;1774;Christophe_Moyreau;composer;France;1.904166698455811;;47.9022216796875;
Q2966409;1967;2006;Christophe_Mérieux;physician;France;4.850892066955566;5.073333263397217;45.77434539794922;45.93027877807617
Q2966410;1977;;Christophe_Negrel;athlete;France;5.376389026641846;;43.29666519165039;
Q2966411;;;Christophe_Nicolas;radio;France;5.93055534362793;;43.125;
Q2966412;1966;1999;Christophe_Niesser;football;France;6.176944255828857;6.167500019073486;49.11972045898438;48.65611267089844
Q2966413;1961;;Christophe_Nuttall;united_nation;France;-2.76027774810791;;48.51361083984375;
Q2966415;1962;;Christophe_Offenstein;cinema;France;2.285555601119995;;48.78916549682617;
Q2966418;1975;;Christophe_Ono-dit-Biot;novelist;France;.108055554330349;;49.49416732788086;
Q2966419;1765;1835;Christophe_Olympe_de_Nervo;militar;France;2.351388931274414;2.090555667877197;48.8569450378418;48.89638900756836
Q2966420;1961;2017;Christophe_Otzenberger;actor;France;2.485555648803711;2.351388931274414;48.8025016784668;48.8569450378418
Q2966423;1964;;Christophe_Paillet;journalist;France;.3352777659893036;;46.58111190795898;
Q2966424;1844;1929;Christophe_Pajot;politician;France;2.551944494247437;2.351388931274414;46.66694259643555;48.8569450378418
Q2966427;1965;;Christophe_Patry;player;France;.074444442987442;;49.35916519165039;
Q2966429;1971;;Christophe_Patte;player;France;5.93055534362793;;43.125;
Q2966431;1964;;Christophe_Pauly;writer;France;2.24138879776001;;48.83527755737305;
Q2966432;1940;;Christophe_Payet;politician;France;55.47111129760742;;-21.13527870178223;
Q2966434;;;Christophe_Pellet;drama;France;5.93055534362793;;43.125;
Q2966435;1968;;Christophe_Perny;politician;France;6.354722023010254;;46.90611267089844;
Q2966436;1964;;Christophe_Perton;theatre;France;4.841388702392578;;45.75888824462891;
Q2966437;1959;;Christophe_Petchanatz;music;France;3.057499885559082;;50.63194274902344;
Q2966445;1969;;Christophe_Pignol;football;France;5.570833206176758;;43.29083251953125;
Q2966448;1739;1825;Christophe_Poulain_Dubignon;révolution_française;France;-2.517777681350708;-81.42028045654297;48.46861267089844;31.06999969482422
Q2966449;1965;;Christophe_Point;football;France;-1.553888916969299;;47.21722412109375;
Q2966451;1968;;Christophe_Pinna;karate;France;7.268333435058594;;43.70194625854492;
Q2966453;1959;;Christophe_Prochasson;historian;France;2.351388931274414;;48.8569450378418;
Q2966454;1971;;Christophe_Porcu;player;France;.8780555725097656;;43.73055648803711;
Q2966456;1971;;Christophe_Pébarthe;historian;France;-.5794444680213928;;44.83777618408203;
Q2966457;1969;;Christophe_Quet;artist;France;4.360000133514404;;43.83694458007813;
Q2966461;1971;;Christophe_Renault;publisher;France;-3.046388864517212;;48.77777862548828;
Q2966462;1958;;Christophe_Priou;politician;France;-1.553888916969299;;47.21722412109375;
Q2966463;1968;;Christophe_Reymond;actor;France;6.183610916137695;;48.69277954101563;
Q2966464;1969;;Christophe_Rippert;actor;France;4.943888664245606;;45.69638824462891;
Q2966466;1964;;Christophe_Ronel;painter;France;1.102499961853027;;49.44305419921875;
Q2966467;1959;;Christophe_Rossignon;film;France;2;;47;
Q2966468;1962;;Christophe_Roubert;actor;France;2.267499923706055;;48.88722229003906;
Q2966469;1979;;Christophe_Revel;football;France;-2.050277709960938;;48.4555549621582;
Q2966470;1955;;Christophe_Rouxel;theatre;France;-2.107500076293945;;47.5977783203125;
Q2966471;1964;;Christophe_Robert;football;France;.1591666638851166;;45.0091667175293;
Q2966473;1965;;Christophe_Ruggia;film;France;2.18833327293396;;48.87777709960938;
Q2966474;1957;;Christophe_Roger-Vasselin;player;France;-.1274999976158142;;51.50722122192383;
Q2966476;1977;;Christophe_Saint-Lary;player;France;1.443888902664185;;43.60444259643555;
Q2966477;1953;2018;Christophe_Salengro;actor;France;2.832499980926514;2.357852697372437;50.43138885498047;48.87550735473633
Q2966478;1967;;Christophe_Saunière;composer;France;-15.97850036621094;;18.0858097076416;
Q2966479;1965;2007;Christophe_Ruer;athlete;France;-1.553888916969299;-1.748333334922791;47.21722412109375;47.133056640625
Q2966484;1957;;Christophe_Sirchis;music;France;2.274444341659546;;48.70861053466797;
Q2966485;1984;;Christophe_Samson;player;France;3.086944341659546;;45.77972412109375;
Q2966486;1983;;Christophe_Songolo;player;France;55.28694534301758;;-21.16638946533203;
Q2966489;1971;;Christophe_Soullez;politician;France;2.351388931274414;;48.8569450378418;
Q2966490;1966;;Christophe_Sirugue;politician;France;4.298611164093018;;46.95111083984375;
Q2966492;1969;;Christophe_Spielberger;writer;France;7.752222061157227;;48.57333374023438;
Q2966493;1970;;Christophe_Sirodeau;pianist;France;2.351388931274414;;48.8569450378418;
Q2966494;1987;;Christophe_Szenberg;player;France;2.210833311080933;;48.82305526733398;
Q2966495;1965;;Christophe_Soulé;basket;France;4.659444332122803;;43.80500030517578;
Q2966496;1964;;Christophe_Tardieu;délégué;France;2.134166717529297;;48.80472183227539;
Q2966499;1841;1895;Christophe_Thivrier;politician;France;2.701666593551636;2.741666555404663;46.25194549560547;46.28888702392578
Q2966500;1961;;Christophe_Tison;journalist;France;2.297777891159058;;49.89194488525391;
Q2966501;1980;;Christophe_Tournier;player;France;2.413055658340454;;48.6511116027832;
Q2966502;1965;;Christophe_Urios;player;France;3.877230644226074;;43.61091995239258;
Q2966504;1969;;Christophe_Vecchioni;football;France;5.376389026641846;;43.29666519165039;
Q2966506;1967;;Christophe_Vicard;olympique;France;.1594444513320923;;45.64944458007813;
Q2966507;1976;;Christophe_Zugna;football;France;4.628611087799072;;43.67694473266602;
Q2966514;1771;1836;Christophe_de_Chabrol_de_Crouzol;politician;France;3.112499952316284;3.497499942779541;45.89361190795898;45.92889022827148
Q2966518;1607;1687;Christophe_de_Coulanges;;France;;2.362499952316284;;48.85722351074219
Q2966521;1560;1621;Christophe_de_Lestang;priest;France;1.533055543899536;2.351388931274414;45.15888977050781;43.2158317565918
Q2966522;1959;;Christophe_de_Jaeger;physician;France;2.351388931274414;;48.8569450378418;
Q2966529;1777;1829;Christophe_de_Villeneuve-Bargemon;lawyer;France;6.550277709960938;;43.61999893188477;
Q2966532;1951;2006;Christophe_de_Ponfilly;film;France;2.267499923706055;1.731944441795349;48.88722229003906;48.75666809082031
Q2966535;1969;;Christopher_Longé;artist;France;-1.233333349227905;;54.57389068603516;
Q2966539;1508;1582;Christophe_de_Thou;advocate;France;2.351388931274414;-1.507222175598145;48.8569450378418;48.5533332824707
Q2966542;1965;;Christopher_Baldelli;media;France;7.027777671813965;;48.99611282348633;
Q2966543;1969;;Christophe_Épalle;hammer_thrower;France;4.389722347259522;;45.43388748168945;
Q2966586;1942;1993;Christopher_Frank;film;United_Kingdom;-.6346805691719055;2.351388931274414;51.60087203979492;48.8569450378418
Q2966590;1981;;Christopher_Hache;chef;France;2.130277872085571;;48.82027816772461;
Q2966597;1980;;Christopher_Hittinger;screenwriter;France;2.351388931274414;;48.8569450378418;
Q2966610;1952;;Christopher_Laird;singer;France;6.150000095367432;;46.20000076293945;
Q2966624;1992;;Christopher_Missilou;football;Congo;3.566944360733032;;47.79750061035156;
Q2966630;1987;;Christopher_Poulain;player;France;6.695833206176758;;49.20527648925781;
Q2966633;1981;;Christopher_Pratt;skipper;France;5.376389026641846;;43.29666519165039;
Q2966641;1984;;Christopher_Ruiz;player;France;2.89472222328186;;42.6974983215332;
Q2966647;1992;;Christopher_Suve;player;France;166.4499969482422;;-22.26666641235352;
Q2966650;1974;;Chris_Stills;singer;France;-105.2927780151367;;40.01944351196289;
Q2966653;1966;;Christopher_Thompson_(actor);actor;France;-74;;40.70000076293945;
Q2966657;1993;;Christopher_Tolofua;player;France;6.735555648803711;;43.43305587768555;
Q296673;1841;1931;Armand_Fallières;politician;France;.2583333253860474;.2933333218097687;44.05666732788086;44.03555679321289
Q29668;1640;1710;Alexandre,_Chevalier_de_Chaumont;militar;France;2.351388931274414;2.351388931274414;48.8569450378418;48.8569450378418
Q296698;1933;;Costa-Gavras;film;France;21.95000076293945;;37.61666488647461;
Q29672408;1966;;Didier_Thueux;sport;France;1.828888893127441;;50.06972122192383;
Q2967371;;1141;Chrysogone_(cardinal,_1134);priest;France;2;;47;
Q2967438;1960;;Chrystele_Lerisse;photographer;France;.1969444453716278;;48.00416564941406;
Q2967439;1959;;Chrystelle_Labaude;actor;France;2.24138879776001;;48.83527755737305;
Q2967441;1973;;Chrystel_Robert;trampolinist;France;1.831111073493958;;48.94416809082031;
Q2967449;1735;1789;Chrétien_François_de_Lamoignon_de_Basville;magistrat;France;2.351388931274414;;48.8569450378418;
Q2967451;1768;1849;Chrétien-Siméon_Le_Prévost_d'Iray;poet;France;.6958333253860474;;48.67055511474609;
Q2967453;1769;1813;Chrétien_François_Antoine_Faure_de_Gière;officer;France;3.057499885559082;13.38333320617676;50.63194274902344;52.51666641235352
Q2967454;1790;1880;Chrétien_Henri_Scheltens;officer;Belgium;4.352499961853027;;50.8466682434082;
Q2967455;1731;1822;Chrétien_Joseph_Ernest_Grégoire_de_Lannoy;politician;France;4.352499961853027;4.352499961853027;50.8466682434082;50.8466682434082
Q2967459;1831;1916;Chrétien_Oberlin;engineer;France;7.327222347259522;;48.15833282470703;
Q2967463;1838;1893;Chrétienno;actor;France;2.366374015808106;2.285555601119995;48.85546493530273;48.91110992431641
Q29676;1967;;Toni_Rüttimann;engineer;Cambodia;9.957590103149414;;46.44113159179688;
Q2967700;1917;1987;Chuta_Kimura;painter;France;134.0500030517578;2.351388931274414;34.34999847412109;48.8569450378418
Q296771;1970;;Saad_Hariri;politician;Saudi_Arabia;46.70999908447266;;24.64999961853027;
Q29677356;1982;;Aurélien_Abily;handball;France;.1969444453716278;;48.00416564941406;
Q296828;1890;1962;Jacques_Ibert;conductor;France;2.351388931274414;2.351388931274414;48.8569450378418;48.8569450378418
Q29684751;1904;1988;Berthe_Bertsch;pastor;France;7.31944465637207;7.752222061157227;48.15083312988281;48.57333374023438
Q296850;1161;1185;Baldwin_IV_of_Jerusalem;king;France;35.22555541992188;35.22555541992188;31.77888870239258;31.77888870239258
Q296915;1939;2010;Jean-Marie_Charpentier;architect;France;2.351388931274414;2.351388931274414;48.8569450378418;48.8569450378418
Q29698350;1995;;Solène_Gallego;swimmer;France;1.443888902664185;;43.60444259643555;
Q29704055;1732;1794;Julien-François_Morin_de_la_Girardière;revolution;France;-.5816666483879089;;48.34972381591797;
Q297090;1984;;Brian_Joubert;skater;France;.3352777659893036;;46.58111190795898;
Q29711;1707;1723;Léopold_Clément,_Hereditary_Prince_of_Lorraine;aristocrat;France;6.50166654586792;6.50166654586792;48.58944320678711;48.58944320678711
Q2971988;1977;;Châu_Belle_Dinh;actor;France;106.7019424438477;;10.77555561065674;
Q2972074;1902;1990;Chérif_Mécheri;préfet;France;3.049999952316284;2.344444513320923;36.76666641235352;48.84722137451172
Q2972080;1902;1999;Chérif_Sid_Cara;politician;France;6.262222290039063;5.726388931274414;36.44805526733398;45.18694305419922
Q2972606;1932;1997;Henri_Kassagi;actor;Tunisia;10.18000030517578;2.326888799667358;36.80083465576172;48.83302307128906
Q2972721;1992;;Cindy_Berthet;football;France;5.279166698455811;;45.5908317565918;
Q2972722;1986;;Cindy_Billaud;athletic;France;2.482500076293945;;48.83666610717773;
Q2972735;1986;;Cindy_Daniel;singer;Canada;-73.56166839599609;;45.50888824462891;
Q2972741;1983;;Cindy_Léoni;politician;France;5.376389026641846;;43.29666519165039;
Q2972742;1983;;Cindy_Orain;boxer;France;-1.553888916969299;;47.21722412109375;
Q2972751;1978;;Cindy_Sander;singer;France;6.695833206176758;;49.20527648925781;
Q29727768;1930;2020;Francesco_Perrone;athletic;Italy;17.96666717529297;16.86666679382324;40.46666717529297;41.12527847290039
Q29728417;1989;;Mathilde_Rivière;wrestler;France;1.36555552482605;;48.73638916015625;
Q29728422;1925;2017;Paul_Genève;athletic;France;5.657222270965576;5.734722137451172;45.31750106811523;45.38750076293945
Q29728970;1873;1956;François_Baverey;inventor;France;4.841388702392578;;45.75888824462891;
Q29730750;1744;1811;Étienne_Bosc;politician;France;2.814722299575806;2.882499933242798;44.51555633544922;44.77194595336914
Q29731331;1743;1831;Jean-François_Arssaud;politician;France;;2.574166774749756;;44.34999847412109
Q297318;1955;;Ante_Gotovina;officer;Croatia;15.41749954223633;;43.92250061035156;
Q29733266;1756;1837;Landry-François-Adrien_François;politician;France;2.652222156524658;2.936388969421387;50.00194549560547;49.93222045898438
Q29733917;1757;1842;Honoré_François_Dequen;politician;France;1.835277795791626;1.835277795791626;50.10527801513672;50.10527801513672
Q29734631;1885;1951;Henri_Pinson;priest;France;2.39555549621582;3.092777729034424;47.08361053466797;45.03361129760742
Q29734955;1747;1821;Jean-François_Dufestel;politician;France;1.953055500984192;1.953055500984192;50.18333435058594;50.18333435058594
Q297357;1946;;Dragan_Džaji?;football;Yugoslavia;20.0666675567627;;44.45000076293945;
Q29736546;1742;1816;Louis_Jacques_Vasseur;politician;France;1.906388878822327;2.234999895095825;50.56888961791992;50.1875
Q29737458;1734;1803;Jean-Baptiste_Martin-Saint-Prix;politician;France;1.825555562973023;2.416666746139526;49.78055572509766;49.88333511352539
Q29738274;1595;1659;Jean-François_de_Robles;priest;France;3.057499885559082;;50.63194274902344;
Q2974319;1947;;Cisco_Herzhaft;composer;France;-.5986111164093018;;44.86472320556641;
Q297435;1050;1121;Roscellinus;philosopher;France;2.822222232818604;6.021389007568359;49.41416549682617;47.24222183227539
Q297453;1983;2007;Grégory_Lemarchal;singer;France;5.740277767181397;2.226944446563721;45.20639038085938;48.87111282348633
Q2974610;1844;1928;Charles_Léon_Ungemach;politician;Germany;7.752222061157227;7.752222061157227;48.57333374023438;48.57333374023438
Q297477;1983;;Alain_Bernard;swimmer;France;5.570833206176758;;43.29083251953125;
Q297483;1549;1609;Ferdinando_I_de'_Medici,_Grand_Duke_of_Tuscany;priest;Italy;11.25416660308838;11.25416660308838;43.77138900756836;43.77138900756836
Q2974921;1949;2011;Cizia_Zykë;writer;France;-6;-.5794444680213928;32;44.83777618408203
Q2974965;;310;Clair_of_Nantes;prelate;France;;-2.746111154556274;;47.97666549682617
Q2974966;1827;1895;Clair_Tisseur;writer;France;4.841388702392578;5.140555381774902;45.75888824462891;44.36083221435547
Q2974989;1973;;Claire-Mélanie_Sinnhuber;composer;France;7.752222061157227;;48.57333374023438;
Q2974991;1951;;Claire-Lise_Campion;politician;France;-5.80388879776001;;35.77666854858398;
Q2974994;1974;;Claire-Marie_Le_Guay;pianist;France;2.351388931274414;;48.8569450378418;
Q2975003;1952;;Claire_Avril;presenter;France;7.268333435058594;;43.70194625854492;
Q2975006;1980;;Claire_Barsacq;journalist;France;2.701666593551636;;48.40888977050781;
Q2975007;1794;1883;Claire_Bazard;journalist;France;2.351388931274414;;48.8569450378418;
Q2975008;1890;1969;Claire_Bertrand_(painter);painter;France;2.210833311080933;;48.82305526733398;
Q2975009;1982;;Claire_Berest;novelist;France;2.351388931274414;;48.8569450378418;
Q2975010;1949;;Claire_Bazy-Malaurie;membre_du_conseil;France;2.344447135925293;;48.89215087890625;
Q2975013;1973;;Claire_Borotra;actor;France;2.24138879776001;;48.83527755737305;
Q2975019;1985;;Claire_Canal;player;France;2.382499933242798;;48.91110992431641;
Q2975020;1909;1953;Claire_Carnat;puppeteer;France;3.35444450378418;3.166666746139526;46.56583404541016;46.33333206176758
Q2975022;1929;2018;Pierre_Brésolles;sprint;France;3.003611087799072;2.421944379806519;43.18472290039063;42.61722183227539
Q2975023;1977;;Claire_Degans;illustrator;France;3.877230644226074;;43.61091995239258;
Q2975024;;2020;Claire_Deluca;actor;France;2.355555534362793;2.482500076293945;48.83222198486328;48.83666610717773
Q2975026;1984;;Claire_Denamur;singer;France;2.351388931274414;;48.8569450378418;
Q2975027;1971;;Claire_Diterzi;singer;France;.6883333325386047;;47.39277648925781;
Q2975029;1946;;Claire_Dreyfus-Cloarec;business;France;2.351388931274414;;48.8569450378418;
Q2975030;1967;;Claire_Désert;pianist;France;.1594444513320923;;45.64944458007813;
Q2975034;1955;;Claire_Devers;film;France;2.351388931274414;;48.8569450378418;
Q2975035;1944;;Claire_Fourier;writer;France;-4.65749979019165;;48.54027938842773;
Q2975036;1972;;Claire_Fournier;journalist;France;.6883333325386047;;47.39277648925781;
Q2975037;1896;1972;Claire_Ferchaud;mystic;France;-.4622222185134888;;46.32500076293945;
Q2975038;1937;;Claire_Gallois;writer;France;2.351388931274414;;48.8569450378418;
Q2975041;1971;;Claire_Genoux;writer;Switzerland;6.633333206176758;;46.53333282470703;
Q2975043;1924;2018;Claire_Guibert;actor;France;2.300291776657105;2.210833311080933;48.84132766723633;48.82305526733398
Q2975044;1963;;Claire_Guieysse;architect;France;2.351388931274414;;48.8569450378418;
Q2975045;1879;1971;Claire_Géniaux;writer;France;-1.680833339691162;7.268333435058594;48.11416625976563;43.70194625854492
Q2975046;1986;;Claire_Guillard;football;France;-1.553888916969299;;47.21722412109375;
Q2975049;1996;;Claire_Jacob;football;France;4.940277576446533;;49.70194625854492;
Q2975052;1958;;Claire_Karm;poet;France;5.93055534362793;;43.125;
Q2975054;1899;1993;Claire_Huchet_Bishop;writer;France;6.150000095367432;2.332233428955078;46.20000076293945;48.85052871704102
Q2975055;1978;;Claire_Karabatsos;surfer;France;-1.476388931274414;;43.49250030517578;
Q2975057;1945;;Claire_Gibault;politician;France;.1969444453716278;;48.00416564941406;
Q2975061;1969;;Claire_L'Hoër;writer;France;1.61388885974884;;50.72555541992188;
Q2975062;;;Claire_Lalouette;egyptologist;France;2.261944532394409;2.361111164093018;48.80083465576172;48.79388809204102
Q2975065;1994;;Claire_Lavogez;football;France;1.855555534362793;;50.9474983215332;
Q2975066;1965;;Claire_Lecat;judo;France;1.61388885974884;;50.72555541992188;
Q2975067;1915;2009;Claire_Leclerc;singer;France;2.326888799667358;2.300291776657105;48.83302307128906;48.84132766723633
Q2975070;1979;;Claire_Legendre;writer;France;7.268333435058594;;43.70194625854492;
Q2975071;1976;;Claire_Lemercier;historian;France;4.619999885559082;;44.16249847412109;
Q2975075;1919;2004;Claire_Mafféi;actor;France;4.82907772064209;4.754166603088379;45.75411224365234;45.67388916015625
Q2975077;1980;;Claire_Leroy;sailor;France;-1.553888916969299;;47.21722412109375;
Q2975079;1925;;Claire_Malroux;poet;France;2.145833253860474;;43.92805480957031;
Q2975082;1957;;Claire_Mazard;writer;France;3.877230644226074;;43.61091995239258;
Q2975084;1929;;Claire_Maurier;actor;France;2.751388788223267;;42.48805618286133;
Q2975085;1851;1919;Claire_Mohant;botanist;France;6.183610916137695;1.443888902664185;48.69277954101563;43.60444259643555
Q2975088;1937;1986;Claire_Motte;choreographer;France;6.862777709960938;2.351388931274414;47.63750076293945;48.8569450378418
Q2975091;1984;;Claire_Morel;football;France;2.586666584014893;;49.20722198486328;
Q2975094;1945;;Claire_Nadeau;actor;France;2.326888799667358;;48.83302307128906;
Q2975096;1987;;Claire_Perraux;athletic;France;-.4622222185134888;;46.32500076293945;
Q2975098;1974;;Claire_Nouvian;journalist;France;-.5794444680213928;;44.83777618408203;
Q297510;1961;;Calixthe_Beyala;writer;Cameroon;9.699999809265137;;4.050000190734863;
Q2975100;1964;;Claire_Nebout;actor;France;2.315833330154419;;48.77805709838867;
Q2975101;1892;1974;Claire_Olivier;actor;France;-.0683333352208138;2.488333225250244;47.96277618408203;48.74638748168945
Q2975102;1942;;Claire_Noblia;politician;France;-1.519444465637207;;43.48416519165039;
Q2975103;1906;1987;Claire_Olivier-Tiberghien;painter;France;3.181666612625122;3.160277843475342;50.68999862670898;50.72249984741211
Q2975105;1969;;Claire_Panier-Alix;writer;France;2.317600011825562;;48.85219955444336;
Q2975114;1982;;Claire_Pérot;actor;France;2.948055505752564;;48.383056640625;
Q2975116;1906;1941;Claire_Roman;aviator;France;7.339166641235352;2.416666746139526;47.74861145019531;43.08333206176758
Q2975119;1898;1986;Claire_Santagostini;astrologer;France;2.351388931274414;2.351388931274414;48.8569450378418;48.8569450378418
Q2975120;1955;;Claire_Simon;film;France;-.1274999976158142;;51.50722122192383;
Q2975121;1932;2016;Claire_Salomon-Bayet;philosopher;France;-.3705555498600006;2.300291776657105;49.18222045898438;48.84132766723633
Q2975124;1993;;Claire_Stievenard;basket;France;2.832499980926514;;50.43138885498047;
Q2975128;1982;;Claire_Tomaszewski;basket;France;6.168333530426025;;49.35805511474609;
Q2975131;1930;;Claire_Vergnaud;politician;France;3.533611059188843;;47.02527618408203;
Q2975132;1945;;Claire_Vernet;actor;France;2.336966753005981;;48.87828063964844;
Q2975134;1951;2010;Claire_Villiers;politician;France;2.252222299575806;2.344444513320923;48.89722061157227;48.84722137451172
Q2975136;1967;;Claire_Wendling;comics;France;3.877230644226074;;43.61091995239258;
Q2975142;1953;;Claire_d'Asta;singer;France;5.376389026641846;;43.29666519165039;
Q2975144;1836;1881;Claire_de_Chandeneux;novelist;France;5.02222204208374;2.439166784286499;44.72833251953125;48.8477783203125
Q2975145;1830;1912;Claire_de_Charnacé;journalist;France;2.351388931274414;2.134166717529297;48.8569450378418;48.80472183227539
Q2975147;1903;1976;Claire-Éliane_Engel;literary;France;-.633055567741394;2.351388931274414;35.69694519042969;48.8569450378418
Q2975148;1953;1975;Claire_de_Castelbajac;servante;France;2.351388931274414;1.443888902664185;48.8569450378418;43.60444259643555
Q2975149;1970;;Clairemarie_Osta;ballet;France;7.268333435058594;;43.70194625854492;
Q2975165;1735;1795;Clairval;singer;France;2.351388931274414;2.351388931274414;48.8569450378418;48.8569450378418
Q2975171;1748;;Clairville_(acteur);actor;France;6.361111164093018;;43.49333190917969;
Q2975466;1937;2006;Clara_Bonaldi;violin;France;6.349722385406494;2.300291776657105;48.625;48.84132766723633
Q2975467;1972;;Clara_Bellar;actor;France;2.351388931274414;;48.8569450378418;
Q2975475;1902;1996;Clara_Candiani;journalist;France;2.326888799667358;2.038055658340454;48.83302307128906;47.53694534301758
Q2975480;1994;;Clara_Della_Vedova;gymnast;France;4.078055381774902;;48.29888916015625;
Q2975485;1930;2013;Clara_Gansard;actor;France;3.058611154556274;2.381822109222412;36.77639007568359;48.88235092163086
Q2975487;1960;;Clara_Gaymard;business;France;2.326888799667358;;48.83302307128906;
Q2975494;1942;2017;Clara_Halter;sculptor;France;2.344447135925293;2.361531019210815;48.89215087890625;48.8640251159668
Q2975495;1897;1982;Clara_Malraux;writer;France;2.344444513320923;1.241111159324646;48.84722137451172;49.23222351074219
Q2975496;1963;;Clara_Maïda;composer;France;-2.008888959884644;;48.64722061157227;
Q29754964;1695;1778;Louis_Agut;priest;France;4.831944465637207;4.831944465637207;46.30666732788086;46.30666732788086
Q2975505;1989;;Clara_Ponsot;actor;France;2.351388931274414;;48.8569450378418;
Q2975509;1891;1982;Clara_Tambour;actor;France;2.344447135925293;-2.06166672706604;48.89215087890625;48.63249969482422
Q2975595;1967;;Clarika;singer;France;2.24138879776001;;48.83527755737305;
Q2975620;1826;1878;Clarisse_Bonval;actor;France;2.320807933807373;1.973888874053955;48.8701286315918;48.97972106933594
Q2975621;1992;;Clarisse_Agbegnenou;judo;France;-1.680833339691162;;48.11416625976563;
Q2975624;1986;;Clarisse_Costaz;basket;France;5.279166698455811;;45.5908317565918;
Q2975627;1921;1991;Clarisse_Deudon;actor;France;7.268333435058594;2.344444513320923;43.70194625854492;48.84722137451172
Q2975629;1973;;Clarisse_Hahn;artist;France;2.351388931274414;;48.8569450378418;
Q2975631;1946;;Clarisse_Herrenschmidt;archaeologist;France;7.752222061157227;;48.57333374023438;
Q2975634;1978;;Clarisse_Lavanant;singer;France;-3.827777862548828;;48.57749938964844;
Q2975635;1820;1870;Clarisse_Midroy;actor;France;4.948888778686523;2.267499923706055;48.63777923583984;48.88722229003906
Q2975678;1985;;Cyril_Miranda;skier;France;6.233333110809326;;46.61666488647461;
Q2975688;1883;1975;Clary_Monthal;actor;France;2.443055629730225;2.377500057220459;48.86027908325195;48.68833160400391
Q297576;1074;1136;Hugues_de_Payens;knight;France;3.977222204208374;35.145263671875;48.38166809082031;31.62532043457031
Q2975855;1955;;Simone_Bitton;film;France;-6;;32;
Q2976160;1953;;Robert_Ménard;journalist;France;-.633055567741394;;35.69694519042969;
Q29766;1919;1940;Jean_Venturini;poet;France;10.73611068725586;17;36.45138931274414;38
Q2976630;1812;1889;Claude-Adolphe_Nativelle;chemist;France;2.351388931274414;2.315833330154419;48.8569450378418;48.77805709838867
Q2976633;1754;1831;Claude-Alexandre_Ysabeau;politician;France;2.625;2.351388931274414;47.69805526733398;48.8569450378418
Q2976635;1702;1760;Claude-Alexandre_de_Villeneuve;collector;France;;-1.151388883590698;;46.15944290161133
Q2976637;1797;;Claude-Ambroise_Seurat;performer;France;4.078055381774902;4.668055534362793;48.29888916015625;50.64110946655273
Q2976638;1798;1838;Claude-Aimé_Chenavard;painter;France;4.841388702392578;2.351388931274414;45.75888824462891;48.8569450378418
Q2976640;1759;1810;Claude-André_Fressenel;lawyer;France;4.670833110809326;2.351388931274414;45.2400016784668;48.8569450378418
Q2976641;;1599;Claude-André_Dormy;prelate;France;;1.61388885974884;;50.72555541992188
Q2976642;1863;1946;Claude-André_Férigoule;sculptor;France;4.808333396911621;4.628611087799072;43.94861221313477;43.67694473266602
Q2976643;1905;1975;Claude-André_Puget;playwright;France;7.268333435058594;2.399049997329712;43.70194625854492;48.86506271362305
Q2976644;1706;1758;Claude-Ange_Lambert;administrator;France;5.93055534362793;;43.125;
